	Gene1	Gene2	Annotation	Direction	Score
6874	GNAI2	PENK	complex; input	-	1
6875	GNAI2	PF4	activated by; complex; input	<-	1
6876	GNAI2	PIK3CA	PPrel: activation	->	1
6877	GNAI2	PIK3CA VARIANT PROTEIN	PPrel: activation	->	1
6878	GNAI2	PIK3CB	PPrel: activation	->	1
6879	GNAI2	PIK3CD	PPrel: activation	->	1
6880	GNAI2	PIK3CG	PPrel: activation; PPrel: activation, indirect effect	->	1
6881	GNAI2	PIK3R1	PPrel: activation	->	1
6882	GNAI2	PIK3R2	PPrel: activation	->	1
6883	GNAI2	PIK3R3	PPrel: activation	->	1
6884	GNAI2	PIK3R5	PPrel: activation; PPrel: activation, indirect effect	->	1
6885	GNAI2	PIK3R6	PPrel: activation; PPrel: activation, indirect effect	->	1
6886	GNAI2	PLA2G4A	PPrel: activation	->	1
6887	GNAI2	PLA2G4B	PPrel: activation	->	1
6888	GNAI2	PLA2G4C	PPrel: activation	->	1
6889	GNAI2	PLA2G4D	PPrel: activation	->	1
6890	GNAI2	PLA2G4E	PPrel: activation	->	1
6891	GNAI2	PLA2G4F	PPrel: activation	->	1
6892	GNAI2	PLCB1	PPrel: activation; PPrel: activation, indirect effect; complex; input	->	1
6893	GNAI2	PLCB2	PPrel: activation; PPrel: activation, indirect effect; complex; input	->	1
6894	GNAI2	PLCB3	PPrel: activation; PPrel: activation, indirect effect; complex; input	->	1
6895	GNAI2	PLCB4	PPrel: activation; PPrel: activation, indirect effect; complex; input	->	1
6896	GNAI2	PLCG1	activate	->	1
6897	GNAI2	PMCH	complex; input	-	1
6898	GNAI2	PNOC	complex; input	-	1
6899	GNAI2	POMC	catalyze; catalyzed by; complex; input	<->	1
6900	GNAI2	PPBP	complex; input	-	1
6901	GNAI2	PPY	complex; input	-	1
6902	GNAI2	PRKACA	PPrel: activated by, phosphorylation	<-	1
6903	GNAI2	PRKACB	PPrel: activated by, phosphorylation	<-	1
6904	GNAI2	PRKACG	PPrel: activated by, phosphorylation	<-	1
6905	GNAI2	PRKCA	PPrel: activated by, phosphorylation	<-	1
6906	GNAI2	PRKCB	PPrel: activated by, phosphorylation	<-	1
6907	GNAI2	PRKCE	PPrel: activation	->	1
6908	GNAI2	PRKCG	PPrel: activated by, phosphorylation	<-	1
6909	GNAI2	PSAP	complex; input	-	1
6910	GNAI2	PTEN	predicted	-	0.64
6911	GNAI2	PTGDR	predicted	-	0.54
6912	GNAI2	PTGDR2	complex; input	-	1
6913	GNAI2	PTGER1	PPrel: activated by; complex	<-	1
6914	GNAI2	PTGER2	PPrel: activated by	<-	1
6915	GNAI2	PTGER3	PPrel: activated by; complex; input	<-	1
6916	GNAI2	PTGER4	PPrel: activated by	<-	1
6917	GNAI2	PTGFR	predicted	-	0.54
6918	GNAI2	PTGIR	predicted	-	0.54
6919	GNAI2	PTH1R	PPrel: activated by	<-	1
6920	GNAI2	PTK2	inhibit	-|	1
6921	GNAI2	PXN	inhibit	-|	1
6922	GNAI2	PYY	complex; input	-	1
6923	GNAI2	RAC1	activate	->	1
6924	GNAI2	RAPGEF3	ECrel: activation	->	1
6925	GNAI2	RAPGEF4	ECrel: activation	->	1
6926	GNAI2	RASD1	PPrel: activated by	<-	1
6927	GNAI2	RGS1	activated by; catalyzed by; complex; input	<-	1
6928	GNAI2	RGS10	activated by; catalyzed by; complex; input	<-	1
6929	GNAI2	RGS11	catalyzed by; complex; input	<-	1
6930	GNAI2	RGS12	catalyzed by; complex; input	<-	1
6931	GNAI2	RGS13	catalyzed by; complex; input	<-	1
6932	GNAI2	RGS14	activated by; catalyzed by; complex; input	<-	1
6933	GNAI2	RGS16	activated by; catalyzed by; complex; input	<-	1
6934	GNAI2	RGS17	catalyzed by; complex; input	<-	1
6935	GNAI2	RGS18	activated by; catalyzed by; complex; input	<-	1
6936	GNAI2	RGS19	activated by; catalyzed by; complex; input	<-	1
6937	GNAI2	RGS2	catalyzed by	<-	1
6938	GNAI2	RGS20	activated by; complex; input	<-	1
6939	GNAI2	RGS21	complex; input	-	1
6940	GNAI2	RGS3	PPrel: inhibited by; complex; input	|-	1
6941	GNAI2	RGS4	activated by; catalyzed by; complex; input	<-	1
6942	GNAI2	RGS5	catalyzed by; complex; input	<-	1
6943	GNAI2	RGS6	activated by; catalyzed by; complex; input	<-	1
6944	GNAI2	RGS7	activated by; catalyzed by; complex; input	<-	1
6945	GNAI2	RGS8	catalyzed by; complex; input	<-	1
6946	GNAI2	RGS9	PPrel: inhibited by; catalyzed by; complex; input	-	1
6947	GNAI2	RHOA	activate; reaction	->	1
6948	GNAI2	RLN3	complex; input	-	1
6949	GNAI2	RXFP1	PPrel: binding/association	-	1
6950	GNAI2	RXFP3	PPrel: binding/association; complex; input	-	1
6951	GNAI2	RXFP4	PPrel: binding/association; complex; input	-	1
6952	GNAI2	S1PR1	PPrel: activated by; complex; input	<-	1
6953	GNAI2	S1PR2	PPrel: activated by; complex; input	<-	1
6954	GNAI2	S1PR3	PPrel: activated by; complex; input	<-	1
6955	GNAI2	S1PR4	PPrel: activated by; complex; input	<-	1
6956	GNAI2	S1PR5	PPrel: activated by; complex; input	<-	1
6957	GNAI2	SAA1	complex; input	-	1
6958	GNAI2	SCN1A	PPrel: inhibition	-|	1
6959	GNAI2	SMO	activated by	<-	1
6960	GNAI2	SRC	PPrel: activation; PPrel: activation, indirect effect; activate; activated by; complex; inhibit; input	<-	1
6961	GNAI2	SST	complex; input	-	1
6962	GNAI2	SSTR1	PPrel: activated by; complex; input	<-	1
6963	GNAI2	SSTR2	PPrel: activated by; complex; input	<-	1
6964	GNAI2	SSTR3	PPrel: activated by; complex; input	<-	1
6965	GNAI2	SSTR4	complex; input	-	1
6966	GNAI2	SSTR5	PPrel: activated by; complex; input	<-	1
6967	GNAI2	STRN	activate; complex; input	->	1
6968	GNAI2	SUCNR1	PPrel: activated by; complex; input	<-	1
6969	GNAI2	TAS1R1	complex; input	-	1
6970	GNAI2	TAS1R2	complex; input	-	1
6971	GNAI2	TAS1R3	complex; input	-	1
6972	GNAI2	TAS2R1	complex; input	-	1
6973	GNAI2	TAS2R10	complex; input	-	1
6974	GNAI2	TAS2R13	complex; input	-	1
6975	GNAI2	TAS2R14	complex; input	-	1
6976	GNAI2	TAS2R16	complex; input	-	1
6977	GNAI2	TAS2R19	complex; input	-	1
6978	GNAI2	TAS2R20	complex; input	-	1
6979	GNAI2	TAS2R3	complex; input	-	1
6980	GNAI2	TAS2R30	complex; input	-	1
6981	GNAI2	TAS2R31	complex; input	-	1
6982	GNAI2	TAS2R38	complex; input	-	1
6983	GNAI2	TAS2R39	complex; input	-	1
6984	GNAI2	TAS2R4	complex; input	-	1
6985	GNAI2	TAS2R40	complex; input	-	1
6986	GNAI2	TAS2R41	complex; input	-	1
6987	GNAI2	TAS2R42	complex; input	-	1
6988	GNAI2	TAS2R43	complex; input	-	1
6989	GNAI2	TAS2R45	complex; input	-	1
6990	GNAI2	TAS2R46	complex; input	-	1
6991	GNAI2	TAS2R5	complex; input	-	1
6992	GNAI2	TAS2R50	complex; input	-	1
6993	GNAI2	TAS2R60	complex; input	-	1
6994	GNAI2	TAS2R7	complex; input	-	1
6995	GNAI2	TAS2R8	complex; input	-	1
6996	GNAI2	TAS2R9	complex; input	-	1
6997	GNAI2	TBXA2R	complex; inhibited by; input	|-	1
6998	GNAI2	TLR4	PPrel: activated, phosphorylation, indirect effect	<-	1
6999	GNAI2	TMIGD3	complex; input	-	1
7000	GNAI2	TRAV3	inhibite	-|	1
7001	GNAI2	TRB	inhibit	-|	1
7002	GNAI2	TRIP6	predicted	-	0.64
7003	GNAI2	VAC14	predicted	-	0.64
7004	GNAI2	VEGFA	reaction	-	1
7005	GNAI2	XCR1	PPrel: activated by	<-	1
7006	GNAI2	YES1	activate; activated by; inhibit	<-	1
7007	GNAI3	GNAS	inhibit	-|	1
7008	GNAI3	HCK	PPrel: activation; activated by; inhibite	<-	1
7009	GNAI3	PSAP	complex; input	-	1
7010	GNAO1	HCK	activated by; inhibite	<-|	1
7011	GNAO1	RIC8A	predicted	-	0.5
7012	GNAQ	GNAS	complex	-	1
7013	GNAQ	GNB1	activate; complex; input	->	1
7014	GNAQ	GNB2	complex	-	1
7015	GNAQ	GNB3	complex	-	1
7016	GNAQ	GNB4	complex	-	1
7017	GNAQ	GNB5	complex	-	1
7018	GNAQ	GNG12	complex; input	-	1
7019	GNAQ	GNG13	complex	-	1
7020	GNAQ	GNG2	complex; input	-	1
7021	GNAQ	GNG3	complex; input	-	1
7022	GNAQ	GNG4	complex; input	-	1
7023	GNAQ	GNG5	complex; input	-	1
7024	GNAQ	GNG7	complex; input	-	1
7025	GNAQ	GNG8	complex; input	-	1
7026	GNAQ	GNGT1	activate; complex; input	->	1
7027	GNAQ	GNGT2	complex; input	-	1
7028	GNAQ	GNRH1	complex; input	-	1
7029	GNAQ	GNRH2	complex; input	-	1
7030	GNAQ	GNRHR	PPrel: activated by; complex; input	<-	1
7031	GNAQ	GNRHR2	complex; input	-	1
7032	GNAQ	GPR132	complex; input	-	1
7033	GNAQ	GPR143	complex; input	-	1
7034	GNAQ	GPR17	complex; input	-	1
7035	GNAQ	GPR39	complex; input	-	1
7036	GNAQ	GPR4	complex; input	-	1
7037	GNAQ	GPR65	complex; input	-	1
7038	GNAQ	GPR68	complex; input	-	1
7039	GNAQ	GPRC6A	complex; input	-	1
7040	GNAQ	GRK2	complex; input	-	1
7041	GNAQ	GRK5	complex; input	-	1
7042	GNAQ	GRM1	PCrel: activated by; PPrel: activated by; complex; input	<-	1
7043	GNAQ	GRM2	complex; input	-	1
7044	GNAQ	GRM3	complex; input	-	1
7045	GNAQ	GRM4	complex; input	-	1
7046	GNAQ	GRM5	PCrel: activated by; PPrel: activated by; complex; input	<-	1
7047	GNAQ	GRM6	complex; input	-	1
7048	GNAQ	GRM7	complex; input	-	1
7049	GNAQ	GRM8	complex; input	-	1
7050	GNAQ	GRP	complex; input	-	1
7051	GNAQ	GRPR	PPrel: activated by; complex; input	<-	1
7052	GNAQ	HCRT	complex; input	-	1
7053	GNAQ	HCRTR1	complex; input	-	1
7054	GNAQ	HCRTR2	complex; input	-	1
7055	GNAQ	HRAS	PPrel: activation	->	1
7056	GNAQ	HRH1	PPrel: activated by; complex; input	<-	1
7057	GNAQ	HTR2A	PPrel: activated by; complex; input	<-	1
7058	GNAQ	HTR2B	PPrel: activated by; complex; input	<-	1
7059	GNAQ	HTR2C	PPrel: activated by; complex; input	<-	1
7060	GNAQ	IQSEC1	predicted	-	0.64
7061	GNAQ	KALRN	complex; input	-	1
7062	GNAQ	KCNJ12	PPrel: inhibition	-|	1
7063	GNAQ	KCNJ14	PPrel: inhibition	-|	1
7064	GNAQ	KCNJ2	PPrel: inhibition	-|	1
7065	GNAQ	KCNJ4	PPrel: inhibition	-|	1
7066	GNAQ	KCNK2	PPrel: inhibition, indirect effect	-|	1
7067	GNAQ	KISS1	complex; input	-	1
7068	GNAQ	KISS1R	PPrel; complex; input	-	1
7069	GNAQ	KNG1	complex; input	-	1
7070	GNAQ	KRAS	PPrel: activation	->	1
7071	GNAQ	LHCGR	PPrel: activated by	<-	1
7072	GNAQ	LPAR1	PPrel: activated by; complex; input	<-	1
7073	GNAQ	LPAR2	PPrel: activated by; activated by; complex; input	<-	1
7074	GNAQ	LPAR3	PPrel: activated by; activated by; complex; input	<-	1
7075	GNAQ	LPAR4	PPrel: activated by; complex; input	<-	1
7076	GNAQ	LPAR5	PPrel: activated by; complex; input	<-	1
7077	GNAQ	LPAR6	complex; input	-	1
7078	GNAQ	LRP5	activated by	<-	1
7079	GNAQ	LRP5L	activated by	<-	1
7080	GNAQ	LRP6	activated by	<-	1
7081	GNAQ	LTB4R	complex; input	-	1
7082	GNAQ	LTB4R2	PPrel: activated by; complex; input	<-	1
7083	GNAQ	MAPK14	activate; catalyze	->	1
7084	GNAQ	MAPK8	activate	->	1
7085	GNAQ	MCHR1	complex; input	-	1
7086	GNAQ	MCHR2	complex; input	-	1
7087	GNAQ	MLN	complex; input	-	1
7088	GNAQ	MLNR	complex; input	-	1
7089	GNAQ	MRAS	PPrel: activation	->	1
7090	GNAQ	MT-RNR2	complex; input	-	1
7091	GNAQ	MTNR1B	PPrel: activated by	<-	1
7092	GNAQ	NMB	complex; input	-	1
7093	GNAQ	NMBR	complex; input	-	1
7094	GNAQ	NMS	complex; input	-	1
7095	GNAQ	NMU	complex; input	-	1
7096	GNAQ	NMUR1	complex; input	-	1
7097	GNAQ	NMUR2	complex; input	-	1
7098	GNAQ	NPFF	complex; input	-	1
7099	GNAQ	NPFFR1	complex; input	-	1
7100	GNAQ	NPFFR2	complex; input	-	1
7101	GNAQ	NPS	complex; input	-	1
7102	GNAQ	NPSR1	complex; input	-	1
7103	GNAQ	NRAS	PPrel: activation	->	1
7104	GNAQ	NTS	complex; input	-	1
7105	GNAQ	NTSR1	PPrel: activated by; complex; input	<-	1
7106	GNAQ	NTSR2	complex; input	-	1
7107	GNAQ	OPN4	complex; input	-	1
7108	GNAQ	OXT	complex; input	-	1
7109	GNAQ	OXTR	PPrel: activated by; complex; input	<-	1
7110	GNAQ	P2RY1	PPrel: activated by; complex; input	<-	1
7111	GNAQ	P2RY10	complex; input	-	1
7112	GNAQ	P2RY11	complex; input	-	1
7113	GNAQ	P2RY2	PPrel: activated by; complex; input	<-	1
7114	GNAQ	P2RY6	complex; input	-	1
7115	GNAQ	PIK3CA	complex; input	-	1
7116	GNAQ	PIK3R1	complex; input	-	1
7117	GNAQ	PLA2G10	PPrel: activation	->	1
7118	GNAQ	PLA2G12A	PPrel: activation	->	1
7119	GNAQ	PLA2G12B	PPrel: activation	->	1
7120	GNAQ	PLA2G1B	PPrel: activation	->	1
7121	GNAQ	PLA2G2A	PPrel: activation	->	1
7122	GNAQ	PLA2G2D	PPrel: activation	->	1
7123	GNAQ	PLA2G2E	PPrel: activation	->	1
7124	GNAQ	PLA2G2F	PPrel: activation	->	1
7125	GNAQ	PLA2G3	PPrel: activation	->	1
7126	GNAQ	PLA2G4A	PPrel: activation	->	1
7127	GNAQ	PLA2G4B	PPrel: activation	->	1
7128	GNAQ	PLA2G4C	PPrel: activation	->	1
7129	GNAQ	PLA2G4D	PPrel: activation	->	1
7130	GNAQ	PLA2G4E	PPrel: activation	->	1
7131	GNAQ	PLA2G4F	PPrel: activation	->	1
7132	GNAQ	PLA2G5	PPrel: activation	->	1
7133	GNAQ	PLA2G6	PPrel: activation	->	1
7134	GNAQ	PLCB1	PCrel: activation; PPrel; PPrel: activation; PPrel: activation, indirect effect; activate; catalyze; catalyzed by; complex; input	<->	1
7135	GNAQ	PLCB2	PCrel: activation; PPrel; PPrel: activation; PPrel: activation, indirect effect; activate; catalyze; catalyzed by; complex; input	<->	1
7136	GNAQ	PLCB3	PCrel: activation; PPrel; PPrel: activation; PPrel: activation, indirect effect; activate; catalyze; catalyzed by; complex; input	<->	1
7137	GNAQ	PLCB4	PCrel: activation; PPrel; PPrel: activation; PPrel: activation, indirect effect; catalyze; catalyzed by; complex; input	<->	1
7138	GNAQ	PLCG1	PPrel: activation; activate	->	1
7139	GNAQ	PLCG1 VARIANT PROTEIN	PPrel: activation	->	1
7140	GNAQ	PLCG2	PPrel: activation	->	1
7141	GNAQ	PMCH	complex; input	-	1
7142	GNAQ	PRKAA1	PPrel: activation	->	1
7143	GNAQ	PRKAA2	PPrel: activation	->	1
7144	GNAQ	PRKAB1	PPrel: activation	->	1
7145	GNAQ	PRKAB2	PPrel: activation	->	1
7146	GNAQ	PRKACA	activated by	<-	1
7147	GNAQ	PRKAG1	PPrel: activation	->	1
7148	GNAQ	PRKAG2	PPrel: activation	->	1
7149	GNAQ	PRKAG3	PPrel: activation	->	1
7150	GNAQ	PROK1	complex; input	-	1
7151	GNAQ	PROK2	complex; input	-	1
7152	GNAQ	PROKR1	complex; input	-	1
7153	GNAQ	PROKR2	complex; input	-	1
7154	GNAQ	PTAFR	PPrel: activated by; complex; input	<-	1
7155	GNAQ	PTGER1	PPrel: activated by; complex; input	<-	1
7156	GNAQ	PTGER3	PPrel: activated by	<-	1
7157	GNAQ	PTGFR	PPrel: activated by; complex; input	<-	1
7158	GNAQ	PTGIR	predicted	-	0.64
7159	GNAQ	PTH1R	PPrel: activated by	<-	1
7160	GNAQ	QRFP	complex; input	-	1
7161	GNAQ	QRFPR	complex; input	-	1
7162	GNAQ	RAC1	reaction	-	1
7163	GNAQ	RGS1	complex; input	-	1
7164	GNAQ	RGS13	complex; input	-	1
7165	GNAQ	RGS16	complex; input	-	1
7166	GNAQ	RGS17	complex; input	-	1
7167	GNAQ	RGS18	activated by; complex; input	<-	1
7168	GNAQ	RGS19	activated by; complex; input	<-	1
7169	GNAQ	RGS2	PPrel: inhibited, indirect effect; activated by; complex; input	-	1
7170	GNAQ	RGS21	complex; input	-	1
7171	GNAQ	RGS3	activated by; complex; input	<-	1
7172	GNAQ	RGS4	complex; input	-	1
7173	GNAQ	RGS5	complex; input	-	1
7174	GNAQ	RIC8B	predicted	-	0.64
7175	GNAQ	RRAS	PPrel: activation	->	1
7176	GNAQ	RRAS2	PPrel: activation	->	1
7177	GNAQ	S1PR1	predicted	-	0.64
7178	GNAQ	S1PR2	PPrel: activated by; complex; input	<-	1
7179	GNAQ	S1PR3	PPrel: activated by; complex; input	<-	1
7180	GNAQ	SAA1	complex; input	-	1
7181	GNAQ	SLC9A3R1	complex; input	-	1
7182	GNAQ	TAC1	complex; input	-	1
7183	GNAQ	TAC3	complex; input	-	1
7184	GNAQ	TACR1	PPrel: activated by; complex; input	<-	1
7185	GNAQ	TACR2	PPrel: activated by; complex; input	<-	1
7186	GNAQ	TACR3	PPrel: activated by; complex; input	<-	1
7187	GNAQ	TBXA2R	PPrel: activated by; complex; inhibite; inhibited by; input	-|	1
7188	GNAQ	TRH	complex; input	-	1
7189	GNAQ	TRHR	PPrel: activated by; complex; input	<-	1
7190	GNAQ	TRIO	activate; complex; input	->	1
7191	GNAQ	TRPC6	activate	->	1
7192	GNAQ	TSHR	PPrel: activated by	<-	1
7193	GNAQ	TUB	complex	-	1
7194	GNAQ	UTS2	complex; input	-	1
7195	GNAQ	UTS2B	complex; input	-	1
7196	GNAQ	UTS2R	complex; input	-	1
7197	GNAQ	VAV1	activate	->	1
7198	GNAQ	WNT1	activated by	<-	1
7199	GNAQ	WNT10A	activated by	<-	1
7200	GNAQ	WNT10B	activated by	<-	1
7201	GNAQ	WNT11	activated by	<-	1
7202	GNAQ	WNT16	activated by	<-	1
7203	GNAQ	WNT2	activated by	<-	1
7204	GNAQ	WNT2B	activated by	<-	1
7205	GNAQ	WNT3	activated by	<-	1
7206	GNAQ	WNT3A	activated by	<-	1
7207	GNAQ	WNT4	activated by	<-	1
7208	GNAQ	WNT5A	activated by	<-	1
7209	GNAQ	WNT5B	activated by	<-	1
7210	GNAQ	WNT6	activated by	<-	1
7211	GNAQ	WNT7A	activated by	<-	1
7212	GNAQ	WNT7B	activated by	<-	1
7213	GNAQ	WNT8A	activated by	<-	1
7214	GNAQ	WNT8B	activated by	<-	1
7215	GNAQ	WNT9A	activated by	<-	1
7216	GNAQ	WNT9B	activated by	<-	1
7217	GNAQ	WUGSC:H_GS165O14.2	complex	-	1
7218	GNAQ	XCL1	complex; input	-	1
7219	GNAQ	XCL2	complex; input	-	1
7220	GNAQ	XCR1	complex; input	-	1
7221	GNAS	GNAT3	inhibited by	|-	1
7222	GNAS	GNAZ	inhibited by	|-	1
7223	GNAS	GNB1	PPrel: binding/association; PPrel: dissociation; complex; input; reaction	-	1
7224	GNAS	GNB2	PPrel: binding/association; PPrel: dissociation; complex	-	1
7225	GNAS	GNB3	PPrel: binding/association; PPrel: dissociation; complex	-	1
7226	GNAS	GNB4	PPrel: binding/association; PPrel: dissociation; complex	-	1
7227	GNAS	GNB5	PPrel: binding/association; PPrel: dissociation	-	1
7228	GNAS	GNG10	PPrel: binding/association; PPrel: dissociation; complex	-	1
7229	GNAS	GNG11	PPrel: binding/association; PPrel: dissociation; complex	-	1
7230	GNAS	GNG12	PPrel: binding/association; PPrel: dissociation; complex	-	1
7231	GNAS	GNG13	PPrel: binding/association; PPrel: dissociation; complex	-	1
7232	GNAS	GNG2	PPrel: binding/association; PPrel: dissociation; complex; input	-	1
7233	GNAS	GNG3	PPrel: binding/association; PPrel: dissociation; complex	-	1
7234	GNAS	GNG4	PPrel: binding/association; PPrel: dissociation; complex	-	1
7235	GNAS	GNG5	PPrel: binding/association; PPrel: dissociation; complex	-	1
7236	GNAS	GNG7	PPrel: binding/association; PPrel: dissociation; complex	-	1
7237	GNAS	GNG8	PPrel: binding/association; PPrel: dissociation; complex	-	1
7238	GNAS	GNGT1	PPrel: binding/association; PPrel: dissociation; activated by; complex	<-	1
7239	GNAS	GNGT2	PPrel: binding/association; PPrel: dissociation	-	1
7240	GNAS	GNRHR	PPrel: activated by	<-	1
7241	GNAS	GPBAR1	complex	-	1
7242	GNAS	GPER	PPrel: activated by	<-	1
7243	GNAS	GPER1	PPrel: activated by	<-	1
7244	GNAS	GPHA2	complex	-	1
7245	GNAS	GPHB5	complex	-	1
7246	GNAS	GPR119	PPrel: activated by	<-	1
7247	GNAS	GPR15	complex	-	1
7248	GNAS	GPR150	complex	-	1
7249	GNAS	GPR161	reaction	-	1
7250	GNAS	GPR176	complex	-	1
7251	GNAS	GPR20	complex	-	1
7252	GNAS	GPR25	complex	-	1
7253	GNAS	GPR27	complex	-	1
7254	GNAS	GPR32	complex	-	1
7255	GNAS	GPR39	complex	-	1
7256	GNAS	GPR45	complex	-	1
7257	GNAS	GPR83	complex	-	1
7258	GNAS	GPR84	complex	-	1
7259	GNAS	GRK4	activated by	<-	1
7260	GNAS	GRM1	PCrel: activated by; PPrel: activated by	<-	1
7261	GNAS	GRM2	PPrel: activated by	<-	1
7262	GNAS	GRM3	PPrel: activated by	<-	1
7263	GNAS	GRM4	PPrel: activated by	<-	1
7264	GNAS	GRM5	PCrel: activated by; PPrel: activated by	<-	1
7265	GNAS	GRM6	PPrel: activated by	<-	1
7266	GNAS	GRM7	PPrel: activated by	<-	1
7267	GNAS	GRM8	PPrel: activated by	<-	1
7268	GNAS	HRH2	PPrel: activated by; complex	<-	1
7269	GNAS	HTR2C	complex	-	1
7270	GNAS	HTR4	PPrel: activated by; complex	<-	1
7271	GNAS	HTR5A	PPrel: activated by	<-	1
7272	GNAS	HTR6	PPrel: activated by; complex	<-	1
7273	GNAS	HTR7	PPrel: activated by; complex	<-	1
7274	GNAS	IAPP	complex	-	1
7275	GNAS	IFT122	reaction	-	1
7276	GNAS	IFT140	reaction	-	1
7277	GNAS	IGF1R	PPrel: activated by	<-	1
7278	GNAS	IL1A	activated by	<-	1
7279	GNAS	INSL3	complex	-	1
7280	GNAS	LHB	complex	-	1
7281	GNAS	LHCGR	PPrel: activated by; complex; predicted	<-	1
7282	GNAS	LPAR1	PPrel: activated by	<-	1
7283	GNAS	LPAR2	PPrel: activated by	<-	1
7284	GNAS	LPAR3	PPrel: activated by	<-	1
7285	GNAS	LPAR4	PPrel: activated by; activated by	<-	1
7286	GNAS	LPAR5	PPrel: activated by	<-	1
7287	GNAS	LPAR6	PPrel: activated by	<-	1
7288	GNAS	MC1R	PPrel: activated by; complex	<-	1
7289	GNAS	MC2R	PPrel: activated by; complex	<-	1
7290	GNAS	MC3R	complex	-	1
7291	GNAS	MC4R	complex	-	1
7292	GNAS	MC5R	complex	-	1
7293	GNAS	NPR1	PPrel: activated by	<-	1
7294	GNAS	NPS	complex	-	1
7295	GNAS	NPSR1	complex	-	1
7296	GNAS	OPRM1	PPrel: activated by	<-	1
7297	GNAS	OXTR	PPrel: activated by	<-	1
7298	GNAS	P2RY1	PPrel: activated by	<-	1
7299	GNAS	P2RY11	complex	-	1
7300	GNAS	P2RY2	complex	-	1
7301	GNAS	PAQR5	complex	-	1
7302	GNAS	PIK3C2G	activate	->	1
7303	GNAS	PLA2G4A	PPrel: activation	->	1
7304	GNAS	PLA2G4B	PPrel: activation	->	1
7305	GNAS	PLA2G4C	PPrel: activation	->	1
7306	GNAS	PLA2G4D	PPrel: activation	->	1
7307	GNAS	PLA2G4E	PPrel: activation	->	1
7308	GNAS	PLA2G4F	PPrel: activation	->	1
7309	GNAS	POMC	complex	-	1
7310	GNAS	PRKAR1A	activated by	<-	1
7311	GNAS	PRKAR1B	activated by	<-	1
7312	GNAS	PRKAR2B	activated by	<-	1
7313	GNAS	PRKCA	activated by	<-	1
7314	GNAS	PRKCB	activated by	<-	1
7315	GNAS	PTGDR	complex; predicted	-	1
7316	GNAS	PTGER1	PPrel: activated by; activated by; complex	<-	1
7317	GNAS	PTGER2	PPrel: activated by; complex	<-	1
7318	GNAS	PTGER3	PPrel: activated by	<-	1
7319	GNAS	PTGER4	PPrel: activated by; complex	<-	1
7320	GNAS	PTGFR	PPrel: activated by	<-	1
7321	GNAS	PTGIR	PPrel: activated by; complex; input; predicted	<-	1
7322	GNAS	PTH	complex	-	1
7323	GNAS	PTH1R	PCrel: activated by; PPrel: activated by; complex	<-	1
7324	GNAS	PTH2	complex	-	1
7325	GNAS	PTH2R	complex	-	1
7326	GNAS	PTHLH	complex	-	1
7327	GNAS	RAMP1	PPrel: activated by; complex	<-	1
7328	GNAS	RAMP2	PPrel: activated by; complex	<-	1
7329	GNAS	RAMP3	PPrel: activated by; complex	<-	1
7330	GNAS	RLN2	complex	-	1
7331	GNAS	RLN3	complex	-	1
7332	GNAS	RXFP1	PPrel: binding/association; complex	-	1
7333	GNAS	RXFP2	PPrel: binding/association; complex	-	1
7334	GNAS	SCT	complex	-	1
7335	GNAS	SCTR	PCrel: activated by; PPrel: activated by; complex	<-	1
7336	GNAS	SRC	PPrel: activation; complex; input	->	1
7337	GNAS	TAAR1	complex	-	1
7338	GNAS	TSHB	complex	-	1
7339	GNAS	TSHR	PPrel: activated by; complex	<-	1
7340	GNAS	TTC21B	reaction	-	1
7341	GNAS	TULP3	reaction	-	1
7342	GNAS	VIP	complex	-	1
7343	GNAS	VIPR1	complex	-	1
7344	GNAS	VIPR2	PPrel: activated by; complex	<-	1
7345	GNAS	WDR19	reaction	-	1
7346	GNAS	WDR35	reaction	-	1
7347	GNAT1	METAP2	catalyzed by	<-	1
7348	GNAT3	PSAP	complex; input	-	1
7349	GNAZ	HCK	activated by; inhibite	<-|	1
7350	GNB1	HCK	reaction	-	1
7351	GNB1	PSAP	complex; input	-	1
7352	GNG12	PLS3	predicted	-	0.59
7353	GNG2	HCK	reaction	-	1
7354	GNG2	PSAP	complex; input	-	1
7355	GNL2	RPL18	predicted	-	0.73
7356	GNL3	SENP3	activate	->	1
7357	GNRH1	HSPA5	predicted	-	0.64
7358	GOLGA2	MVP	predicted	-	0.64
7359	GOLGA2	RAB1B	complex; input	-	1
7360	GOLGA2	SNX18	predicted	-	0.64
7361	GOLGA2	STK24	predicted	-	0.77
7362	GOLGA2	STX5	complex; input	-	1
7363	GOLGA5	STX5	complex; input	-	1
7364	GOLGB1	RAB1B	complex; input	-	1
7365	GOLGB1	STX5	complex; input	-	1
7366	GOLIM4	STX5	complex; input	-	1
7367	GOLPH3	MYO18A	predicted	-	0.64
7368	GOLPH3	P2RY12	predicted	-	0.64
7369	GOLPH3	RAB1A	predicted	-	0.56
7370	GOLPH3	VPS35	predicted	-	0.99
7371	GOLPH3	VTI1A	predicted	-	0.56
7372	GOLPH3L	HTT	predicted	-	0.64
7373	GOPC	MVP	predicted	-	0.64
7374	GORASP1	RAB1B	complex; input	-	1
7375	GORASP1	STX5	complex; input	-	1
7376	GOSR1	NSF	complex; input	-	1
7377	GOSR1	RAB1B	complex; input	-	1
7378	GOSR1	STX5	complex; input; predicted	-	1
