""	"logFC"	"AveExpr"	"t"	"P.Value"	"adj.P.Val"	"B"	"mIDH2_AVG"	"mIDH1_AVG"	"deltaBeta"	"CHR"	"MAPINFO"	"Strand"	"Type"	"gene"	"feature"	"cgi"	"feat.cgi"	"UCSC_Islands_Name"	"SNP_ID"	"SNP_DISTANCE"
"cg04124983"	-0.0240697340051503	0.955117810890489	-4.31205332966794	6.01027136910992e-05	0.0322802546878326	1.01594655234066	0.946576937533822	0.970646671538973	0.0240697340051507	"1"	42170123	"F"	"II"	"HIVEP3"	"5'UTR"	"opensea"	"5'UTR-opensea"	""	"rs550825006"	"37"
"cg10471216"	-0.0248945647767117	0.866668685303061	-4.31188679378296	6.01373803880825e-05	0.0322802546878326	1.01539139329881	0.857835130059712	0.882729694836424	0.0248945647767123	"12"	57591104	"R"	"II"	"LRP1"	"Body"	"opensea"	"Body-opensea"	""	"rs373387915;rs201560196;rs200528840"	"37;34;14"
"cg10537718"	0.0082671767133649	0.0357181560280342	4.31186967840176	6.0140944285071e-05	0.0322802546878326	1.01533433861926	0.0386516703456798	0.0303844936323149	-0.00826717671336491	"19"	1479488	"F"	"II"	"C19orf25"	"TSS1500"	"island"	"TSS1500-island"	"chr19:1478603-1479621"	""	""
"cg21003870"	0.00630223694562107	0.0237838535123835	4.31149171761256	6.02196984379945e-05	0.0322981494974548	1.01407442459019	0.0260201311382491	0.019717894192628	-0.00630223694562107	"6"	32937713	"F"	"II"	"BRD2"	"TSS1500"	"shore"	"TSS1500-shore"	"chr6:32939275-32940954"	""	""
"cg19070357"	-0.0399080302240985	0.880447966759566	-4.31037404440675	6.0453169175103e-05	0.0323938325318711	1.01034905699894	0.866287052809079	0.906195083033178	0.0399080302240985	"9"	83987948	"R"	"II"	""	"IGR"	"opensea"	"IGR-opensea"	""	"rs190350702;rs564730403;rs570629741"	"21;18;3"
"cg02420971"	-0.0245024682640975	0.951213268725482	-4.31010073876574	6.05103934436335e-05	0.0323938325318711	1.0094381672947	0.942518844502738	0.967021312766835	0.0245024682640976	"10"	115468928	"R"	"II"	"CASP7"	"TSS200"	"opensea"	"TSS200-opensea"	""	""	""
"cg07012886"	0.093447732099689	0.651039571707415	4.30994601899711	6.05428116916609e-05	0.0323938325318711	1.00892252137302	0.68419844438795	0.59075071228826	-0.0934477320996895	"16"	1101770	"F"	"I"	""	"IGR"	"shore"	"IGR-shore"	"chr16:1100626-1100848"	"rs187781649;rs148450324;rs373928498"	"36;38;39"
"cg02269223"	-0.0313729418721204	0.874972325389272	-4.30976722466682	6.05802952359634e-05	0.0323938325318711	1.00832665260178	0.863839991176584	0.895212933048705	0.0313729418721205	"22"	46812391	"R"	"II"	"CELSR1"	"Body"	"opensea"	"Body-opensea"	""	"rs111574098"	"27"
"cg17921815"	0.126415113585421	0.804943582200114	4.30945729208029	6.06453247473669e-05	0.0324042413827619	1.00729376971241	0.849800557988489	0.723385444403068	-0.126415113585421	"15"	39869245	"R"	"II"	""	"IGR"	"shelf"	"IGR-shelf"	"chr15:39872527-39873567"	"rs565994028;rs138757850"	"38;2"
"cg24469464"	0.221639235323799	0.426474069836379	4.30921163451363	6.06969162832563e-05	0.0324074597649457	1.00647511802372	0.505120250112566	0.283481014788767	-0.221639235323799	"4"	4860157	"F"	"II"	"MSX1"	"TSS1500"	"island"	"TSS1500-island"	"chr4:4859632-4860191"	"rs550890898;rs113809875;rs112669446"	"0;7;12"
"cg17926458"	0.0132264824861356	0.0525238966631887	4.30861362738252	6.08226841813587e-05	0.0324331691110974	1.00448236782418	0.0572171646421401	0.0439906821560045	-0.0132264824861356	"13"	92000673	"R"	"I"	"MIR17HG"	"Body"	"island"	"Body-island"	"chr13:91999541-92001441"	"rs564751394;rs530686187"	"36;2"
"cg15592690"	0.0179092405846778	0.0704483988317573	4.30854906786797	6.08362769099517e-05	0.0324331691110974	1.00426724372389	0.0768032906521268	0.058894050067449	-0.0179092405846778	"18"	11981389	"R"	"I"	"IMPA2"	"TSS200"	"island"	"TSS200-island"	"chr18:11980483-11982142"	""	""
"cg25892278"	-0.0208105124235431	0.94940424703583	-4.30824799311829	6.08997058250903e-05	0.0324426646346194	1.00326403018963	0.942019871659734	0.962830384083277	0.020810512423543	"12"	105715374	"R"	"II"	"KCCAT198"	"Body"	"opensea"	"Body-opensea"	""	"rs185347240;rs149696276;rs574143463"	"16;15;2"
"cg17309086"	0.131009641016505	0.836939682220481	4.30778145829386	6.09981197608853e-05	0.0324465693673227	1.00170955921376	0.88342697419408	0.752417333177575	-0.131009641016505	"14"	104326426	"F"	"II"	""	"IGR"	"opensea"	"IGR-opensea"	""	"rs561920812;rs572371118"	"33;46"
"cg11803409"	-0.0297016425518585	0.920744844979237	-4.30759520566986	6.10374521868996e-05	0.0324465693673227	1.00108899958974	0.910205552460835	0.939907195012694	0.0297016425518588	"5"	102231612	"F"	"II"	"PAM"	"Body"	"opensea"	"Body-opensea"	""	"rs558966714;rs145102999"	"0;1"
"cg25596989"	0.294001969358646	0.329807713490362	4.30725977444533	6.11083498785125e-05	0.0324465693673227	0.999971440057996	0.434130992940205	0.140129023581559	-0.294001969358646	"10"	24868920	"R"	"II"	""	"IGR"	"opensea"	"IGR-opensea"	""	"rs544413635"	"13"
"cg14666779"	-0.262100335375131	0.54224437665262	-4.30699740196199	6.11638613335989e-05	0.0324465693673227	0.999097323204882	0.44924103184209	0.711341367217221	0.262100335375131	"10"	37593290	"F"	"II"	""	"IGR"	"opensea"	"IGR-opensea"	""	"rs117448538"	"8"
"cg10088685"	0.14209070990926	0.737220852668784	4.30686214858287	6.11924966675296e-05	0.0324465693673227	0.998646725778439	0.787640136830134	0.645549426920874	-0.14209070990926	"1"	22978660	"F"	"II"	"C1QB"	"TSS1500"	"opensea"	"TSS1500-opensea"	""	"rs112845075;rs549757035;rs186099211"	"3;31;49"
"cg22289432"	0.171726767172019	0.832726859228586	4.30671250684992	6.12241934004856e-05	0.0324465693673227	0.998148202206178	0.89366216370898	0.721935396536961	-0.171726767172019	"7"	157953501	"R"	"II"	"PTPRN2"	"Body"	"shore"	"Body-shore"	"chr7:157951254-157951800"	"rs540588776"	"3"
"cg16307750"	-0.028827115301457	0.87546030582679	-4.30670210010747	6.12263983224437e-05	0.0324465693673227	0.998113533031852	0.865231329429499	0.894058444730956	0.0288271153014567	"14"	93128373	"F"	"II"	"RIN3"	"Body"	"opensea"	"Body-opensea"	""	"rs575271552;rs544094073"	"30;31"
"cg21721012"	0.12504664715342	0.901289114015683	4.30632930273252	6.13054353457048e-05	0.0324642636160351	0.996871619681686	0.94566050494109	0.820613857787671	-0.125046647153419	"3"	120314602	"R"	"II"	"NDUFB4"	"TSS1500"	"shore"	"TSS1500-shore"	"chr3:120314958-120315490"	"rs546029718;rs139872033"	"46;38"
"cg11368147"	-0.0153287200094574	0.967430795427508	-4.30491735489828	6.16056814727692e-05	0.0325989855492644	0.992168463677672	0.961991572198346	0.977320292207803	0.0153287200094567	"12"	12674336	"R"	"II"	"DUSP16"	"5'UTR"	"opensea"	"5'UTR-opensea"	""	"rs140396576"	"4"
"cg05847918"	0.220063952142983	0.382464906211509	4.30461252485188	6.16706895262337e-05	0.0326091221789699	0.99115319126221	0.460552115036438	0.240488162893456	-0.220063952142983	"5"	179604649	"F"	"II"	"RASGEF1C"	"5'UTR"	"opensea"	"5'UTR-opensea"	""	""	""
"cg00822157"	-0.0168151028041724	0.950091859706254	-4.30408805074385	6.17826946105955e-05	0.0326339257995133	0.989406457649588	0.944125210324128	0.9609403131283	0.0168151028041722	"14"	97673471	"R"	"II"	""	"IGR"	"opensea"	"IGR-opensea"	""	"rs150629567"	"19"
"cg17762927"	-0.0286000064156778	0.854069470669888	-4.30362314351994	6.18821437027823e-05	0.0326339257995133	0.987858202834719	0.843921081296583	0.872521087712261	0.0286000064156781	"10"	71659624	"R"	"II"	"COL13A1"	"Body"	"opensea"	"Body-opensea"	""	"rs188768939;rs149965934;rs544232860"	"46;31;2"
"cg00831276"	-0.195378586252598	0.676540008897822	-4.30360896549331	6.18851789866667e-05	0.0326339257995133	0.987810987931036	0.607212123453352	0.80259070970595	0.195378586252598	"14"	94251965	"R"	"II"	"PRIMA1"	"Body"	"shore"	"Body-shore"	"chr14:94253952-94255733"	"rs117105341"	"24"
"cg07557896"	-0.0293862075200277	0.906992521339795	-4.30353439757793	6.19011451359962e-05	0.0326339257995133	0.987562667218084	0.896565157381076	0.925951364901104	0.0293862075200277	"21"	36507915	"F"	"II"	""	"IGR"	"opensea"	"IGR-opensea"	""	"rs149242646;rs531557291;rs144467524"	"19;30;44"
"cg05033401"	0.010981480967607	0.0236166004458446	4.30320209313945	6.19723452629795e-05	0.0326378836693277	0.986456078615001	0.0275132549827374	0.0165317740151305	-0.010981480967607	"11"	64972403	"F"	"II"	"CAPN1"	"Body"	"island"	"Body-island"	"chr11:64972185-64972404"	"rs553258572;rs566596836"	"1;16"
"cg27078464"	-0.0182237934366193	0.913336154778162	-4.30299668685572	6.20163956844159e-05	0.0326378836693277	0.985772089204211	0.906869647429685	0.925093440866304	0.0182237934366191	"2"	113918666	"F"	"II"	"LOC440839"	"Body"	"shelf"	"Body-shelf"	"chr2:113914681-113915396"	"rs548434703;rs568277339;rs115470606"	"0;6;20"
"cg06579271"	0.0662641978220303	0.0808635338419446	4.30285718758449	6.20463293249028e-05	0.0326378836693277	0.985307575688235	0.104376636294923	0.0381124384728928	-0.0662641978220303	"16"	57318902	"R"	"I"	"PLLP"	"TSS1500"	"island"	"TSS1500-island"	"chr16:57317967-57318964"	"rs12922657;rs540113490"	"30;23"
"cg06967455"	-0.0138999174386697	0.968215017647149	-4.30232384870307	6.21609019965418e-05	0.032657176941247	0.983531703765863	0.963282788878588	0.977182706317258	0.0138999174386698	"9"	93657884	"R"	"II"	"SYK"	"3'UTR"	"opensea"	"3'UTR-opensea"	""	"rs145685109;rs150998279;rs200682995;rs201520390;rs199607948"	"49;29;10;2;1"
"cg18057637"	-0.0328499683913526	0.843118399991991	-4.30177776670267	6.22784247458942e-05	0.032657176941247	0.981713521827825	0.83146195959506	0.864311927986413	0.0328499683913529	"22"	39121680	"F"	"II"	"GTPBP1"	"Body"	"opensea"	"Body-opensea"	""	"rs527613099;rs143519144"	"26;28"
"cg07438299"	0.00997574901866697	0.0272227563269823	4.30137249536021	6.2365782789936e-05	0.032657176941247	0.980364248676796	0.0307625382368319	0.0207867892181649	-0.00997574901866697	"18"	2847071	"R"	"I"	"EMILIN2"	"1stExon"	"island"	"1stExon-island"	"chr18:2846565-2848175"	"rs537763997"	"18"
"cg07915775"	0.234861597621688	0.602304536821456	4.30118170037624	6.24069506297864e-05	0.032657176941247	0.979729056764198	0.685642523074313	0.450780925452625	-0.234861597621688	"2"	190235456	"R"	"II"	""	"IGR"	"opensea"	"IGR-opensea"	""	"rs116361647;rs189808642"	"44;1"
"cg23664396"	0.187282910860475	0.814583369213259	4.3010619983841	6.2432792184854e-05	0.032657176941247	0.979330554253458	0.881038595647621	0.693755684787146	-0.187282910860475	"1"	23895366	"R"	"II"	""	"IGR"	"shore"	"IGR-shore"	"chr1:23894640-23895064"	""	""
"cg23743252"	0.155602062367398	0.183875489078387	4.30100170547246	6.24458122937056e-05	0.032657176941247	0.97912983403754	0.23908912411198	0.083487061744582	-0.155602062367398	"5"	141348279	"F"	"II"	"RNF14"	"5'UTR"	"shore"	"5'UTR-shore"	"chr5:141348531-141349104"	"rs549917158;rs569926534;rs252134;rs557455481"	"1;7;10;39"
"cg19749975"	0.016297268468396	0.961557031144988	4.30092017147081	6.24634235529683e-05	0.032657176941247	0.978858402808051	0.96733993285958	0.951042664391184	-0.0162972684683962	"1"	71547563	"F"	"II"	"ZRANB2"	"TSS1500"	"shore"	"TSS1500-shore"	"chr1:71546486-71546783"	"rs184816736;rs574415326;rs189240599"	"1;9;14"
"cg10197640"	-0.0270391432026967	0.923797151471653	-4.30044997496157	6.25650795298833e-05	0.032657176941247	0.977293145776645	0.914202616786825	0.941241759989522	0.0270391432026968	"14"	75331970	"R"	"II"	"PROX2"	"TSS1500"	"opensea"	"TSS1500-opensea"	""	"rs542617178;rs139701663"	"17;1"
"cg13665940"	-0.0140634703078296	0.0333599406565306	-4.30021606206969	6.26157109866563e-05	0.032657176941247	0.976514497118977	0.0283696769989136	0.0424331473067433	0.0140634703078296	"22"	22337322	"F"	"I"	"TOP3B"	"TSS200"	"island"	"TSS200-island"	"chr22:22336948-22337333"	""	""
"cg06657640"	-0.0350445212876207	0.582078981343261	-4.3000407280563	6.26536888445389e-05	0.032657176941247	0.975930860438515	0.569643828628299	0.60468834991592	0.0350445212876206	"3"	190865996	"F"	"II"	""	"IGR"	"opensea"	"IGR-opensea"	""	""	""
"cg13648088"	0.0139491420579382	0.0682118984475197	4.2999599184488	6.26711999601107e-05	0.032657176941247	0.975661872670383	0.0731615940164655	0.0592124519585273	-0.0139491420579382	"10"	124768538	"R"	"I"	"ACADSB"	"1stExon"	"island"	"1stExon-island"	"chr10:124767758-124768897"	"rs371211749;rs563472823"	"27;16"
"cg27252583"	0.23062950681402	0.720912204079204	4.29992504571488	6.26787582066561e-05	0.032657176941247	0.975545793999355	0.80274848069063	0.57211897387661	-0.23062950681402	"4"	110768159	"R"	"II"	"LRIT3"	"TSS1500"	"opensea"	"TSS1500-opensea"	""	""	""
"cg09015905"	-0.0249001681563514	0.921299604345141	-4.29983696396967	6.26978528041176e-05	0.032657176941247	0.975252604073498	0.91246406080579	0.937364228962142	0.0249001681563515	"1"	10692435	"F"	"II"	""	"IGR"	"opensea"	"IGR-opensea"	""	""	""
"cg15244196"	0.200033924961102	0.259682765776029	4.29970773222252	6.27258782197929e-05	0.032657176941247	0.974822447544907	0.330662545600936	0.130628620639834	-0.200033924961102	"3"	45268319	"R"	"II"	"TMEM158"	"TSS1500"	"shore"	"TSS1500-shore"	"chr3:45266477-45268039"	"rs529490153;rs141161200;rs569585450;rs540108082"	"31;20;7;1"
"cg27345785"	-0.055207521195582	0.803909532637108	-4.2991331501087	6.28506302199932e-05	0.0326724929903006	0.972909995641274	0.784319767051579	0.839527288247161	0.0552075211955819	"4"	170080837	"R"	"II"	"SH3RF1"	"Body"	"opensea"	"Body-opensea"	""	""	""
"cg20535660"	-0.01845990697179	0.938963242810453	-4.29878352865799	6.29266569657613e-05	0.0326724929903006	0.971746374273062	0.932412953239818	0.950872860211608	0.0184599069717896	"19"	36530421	"R"	"II"	"LOC101927572"	"Body"	"opensea"	"Body-opensea"	""	"rs191321109"	"2"
"cg24571769"	-0.241492676098755	0.665285580559392	-4.29865739882683	6.29541063449489e-05	0.0326724929903006	0.97132659725127	0.579594630975963	0.821087307074718	0.241492676098755	"4"	178612429	"F"	"II"	""	"IGR"	"opensea"	"IGR-opensea"	""	"rs186521017;rs568452836;rs535839154"	"0;23;32"
"cg06347584"	-0.0229368087158577	0.932603139649873	-4.29863209510532	6.29596145407197e-05	0.0326724929903006	0.971242383855147	0.924464272041021	0.947401080756878	0.0229368087158577	"17"	47028329	"R"	"II"	""	"IGR"	"opensea"	"IGR-opensea"	""	"rs117098460;rs563463865"	"44;12"
"cg16830379"	-0.0447679644449605	0.81210162381838	-4.29851550203756	6.29850009346402e-05	0.0326724929903006	0.970854353498497	0.796216217079846	0.840984181524806	0.0447679644449602	"17"	43912434	"R"	"II"	"CRHR1"	"3'UTR"	"opensea"	"3'UTR-opensea"	""	"rs551004899"	"22"
"cg19616230"	0.162194624936031	0.18997043299159	4.29826749207693	6.30390344072481e-05	0.0326763294589039	0.970028976601434	0.247523364420504	0.0853287394844732	-0.162194624936031	"4"	25657429	"F"	"I"	"SLC34A2"	"TSS200"	"island"	"TSS200-island"	"chr4:25657119-25657547"	"rs528002213"	"17"
"cg13443570"	-0.290833623197957	0.308801580698086	-4.29805993338246	6.30842893861303e-05	0.0326763294589039	0.969338240931719	0.205602553111714	0.496436176309672	0.290833623197958	"8"	99098126	"R"	"II"	"ERICH5"	"Body"	"opensea"	"Body-opensea"	""	""	""
"cg02639294"	0.0252997363154243	0.139468075781341	4.29747451340416	6.32121010097791e-05	0.0327072583649535	0.967390114236611	0.148445401570685	0.123145665255261	-0.0252997363154243	"16"	30406318	"F"	"I"	"ZNF48"	"TSS1500"	"island"	"TSS1500-island"	"chr16:30406290-30407290"	""	""
"cg04576644"	0.141610496446204	0.775052451237157	4.29736526810123	6.32359797405893e-05	0.0327072583649535	0.967026589663295	0.825301337072907	0.683690840626703	-0.141610496446204	"11"	69911564	"R"	"II"	"LOC101928443"	"TSS200"	"opensea"	"TSS200-opensea"	""	"rs559795337"	"2"
"cg00406225"	0.245940004562402	0.319123539493938	4.29699432120079	6.33171262431319e-05	0.0327164504186912	0.965792263749812	0.406392573370919	0.160452568808517	-0.245940004562402	"1"	78510568	"F"	"II"	"GIPC2"	"TSS1500"	"shore"	"TSS1500-shore"	"chr1:78511577-78512161"	"rs111786149;rs151142827"	"4;51"
"cg14396328"	-0.0162046224178202	0.966187004655864	-4.2966232483704	6.33984013162751e-05	0.0327164504186912	0.964557575485834	0.960436977346315	0.976641599764135	0.0162046224178202	"7"	45761429	"F"	"II"	"ADCY1"	"3'UTR"	"opensea"	"3'UTR-opensea"	""	"rs568836550;rs116796565"	"35;50"
"cg09377696"	0.253915275606298	0.575617315201407	4.2964855221639	6.34285928474981e-05	0.0327164504186912	0.964099326960691	0.665716283964932	0.411801008358635	-0.253915275606298	"1"	237369214	"R"	"II"	"RYR2"	"Body"	"opensea"	"Body-opensea"	""	"rs367692187;rs535658301;rs553551432"	"36;35;26"
"cg25478916"	0.212913651282363	0.312379172133645	4.29644370506592	6.3437762505361e-05	0.0327164504186912	0.963960192869557	0.387929177427387	0.175015526145023	-0.212913651282363	"9"	6645883	"F"	"I"	"GLDC"	"TSS200"	"island"	"TSS200-island"	"chr9:6645080-6645975"	"rs374506826;rs534877186;rs7023606"	"10;15;28"
"cg26146390"	0.0314802911787044	0.124362418983065	4.29555880720495	6.3632104688304e-05	0.0327927321017876	0.961016124442468	0.135532844885186	0.104052553706482	-0.0314802911787044	"1"	160068471	"F"	"I"	"IGSF8"	"TSS200"	"shore"	"TSS200-shore"	"chr1:160068040-160068430"	""	""
"cg04726439"	0.164113640942556	0.506442893092493	4.29508960593348	6.37353852408915e-05	0.0327927321017876	0.959455215652463	0.564676765685013	0.400563124742457	-0.164113640942556	"19"	18898394	"R"	"I"	"COMP"	"Body"	"island"	"Body-island"	"chr19:18898228-18898449"	"rs138804934;rs142274526"	"20;15"
"cg03460307"	-0.0141212867166046	0.95928052518441	-4.29486632843771	6.37845901308818e-05	0.0327927321017876	0.958712462208775	0.954269746026905	0.96839103274351	0.0141212867166045	"16"	75013104	"R"	"II"	"WDR59"	"Body"	"opensea"	"Body-opensea"	""	"rs143773026;rs369193413;rs558583738;rs575171068;rs537856233"	"37;18;13;2;1"
"cg24426088"	-0.0139650595582442	0.951935531808617	-4.2944731740016	6.38713212845039e-05	0.0327927321017876	0.957404647192984	0.946980188094401	0.960945247652645	0.013965059558244	"4"	38831681	"R"	"II"	"TLR6"	"5'UTR"	"opensea"	"5'UTR-opensea"	""	"rs56051942;rs551359146"	"18;17"
"cg13502356"	0.00742785272006734	0.0264863332112864	4.29431894674551	6.3905375540211e-05	0.0327927321017876	0.956891632806718	0.029122022886149	0.0216941701660816	-0.00742785272006733	"1"	40723396	"F"	"II"	"ZMPSTE24"	"TSS1500"	"island"	"TSS1500-island"	"chr1:40723386-40723698"	"rs534037217;rs553691553;rs11811211"	"7;15;26"
"cg18792022"	0.205675724524751	0.284265272721049	4.29407308161329	6.39597003681849e-05	0.0327927321017876	0.956073818715758	0.35724698142338	0.151571256898629	-0.205675724524751	"1"	11709271	"R"	"I"	"FBXO2"	"Body"	"island"	"Body-island"	"chr1:11708767-11709277"	"rs147887052;rs367827521;rs573282990"	"48;2;1"
"cg25032089"	0.234402277084134	0.553704129695416	4.2939495999771	6.39870009908344e-05	0.0327927321017876	0.955663094714446	0.636879131241399	0.402476854157265	-0.234402277084134	"17"	46643351	"F"	"II"	"HOXB3"	"5'UTR"	"shore"	"5'UTR-shore"	"chr17:46641534-46642110"	"rs6504389;rs2740760;rs188561913;rs575314681"	"13;38;49;50"
"cg26988138"	-0.23231483599598	0.281185991657755	-4.29368511550187	6.40455140336889e-05	0.0327927321017876	0.954783388925422	0.19875169501402	0.43106653101	0.23231483599598	"19"	2639424	"R"	"I"	"GNG7"	"5'UTR"	"shelf"	"5'UTR-shelf"	"chr19:2643287-2643633"	"rs191316116;rs540300291"	"19;2"
"cg17043230"	0.201128604407551	0.241614063685347	4.29366875865841	6.4049134431867e-05	0.0327927321017876	0.95472898512943	0.312982278152542	0.111853673744991	-0.201128604407551	"12"	3427729	"F"	"II"	""	"IGR"	"opensea"	"IGR-opensea"	""	"rs555436256;rs10848847;rs139434473;rs7299862"	"5;22;23;51"
"cg21715189"	-0.182605055737078	0.682605809806257	-4.29344969895142	6.40976398945019e-05	0.0327927321017876	0.95400039065821	0.617810467447939	0.800415523185016	0.182605055737078	"2"	38304802	"F"	"II"	"CYP1B1"	"TSS1500"	"shore"	"TSS1500-shore"	"chr2:38301276-38304518"	""	""
"cg23568152"	-0.0317635181640754	0.913681007927855	-4.29339645579678	6.4109434680221e-05	0.0327927321017876	0.953823306456535	0.902410082127699	0.934173600291775	0.0317635181640753	"11"	6383752	"R"	"II"	""	"IGR"	"opensea"	"IGR-opensea"	""	"rs7112142"	"34"
"cg23575830"	0.107054199338069	0.877752292278077	4.29326306360484	6.41389938673996e-05	0.0327927321017876	0.953379655499145	0.915739266236747	0.808685066898678	-0.107054199338069	"6"	17091702	"R"	"II"	""	"IGR"	"opensea"	"IGR-opensea"	""	"rs192701078;rs116224988"	"31;2"
"cg22225298"	0.139991849896833	0.328045084530261	4.29279269162078	6.42433319533656e-05	0.0328224813471655	0.95181529729417	0.377719611913008	0.237727762016175	-0.139991849896833	"1"	179339155	"R"	"I"	"C1orf125"	"Body"	"shelf"	"Body-shelf"	"chr1:179334794-179335338"	"rs201191947;rs543700437;rs557112845;rs577148644"	"44;32;13;2"
"cg04772328"	0.238638727574401	0.564040864652456	4.29229721023027	6.43534178019237e-05	0.0328551223542434	0.950167529180536	0.648719122824017	0.410080395249616	-0.238638727574401	"2"	170549930	"R"	"II"	"C2orf77"	"Body"	"shore"	"Body-shore"	"chr2:170550783-170551371"	"rs149579379"	"13"
"cg23297104"	0.119966578175318	0.867204500289528	4.29170003511818	6.44863410049762e-05	0.0328805490807468	0.948181704004464	0.909773286093674	0.789806707918355	-0.119966578175319	"1"	177440537	"R"	"II"	""	"IGR"	"opensea"	"IGR-opensea"	""	""	""
"cg09262732"	0.0559291029089652	0.898546291159226	4.29165808681546	6.44956881369008e-05	0.0328805490807468	0.948042216120694	0.918392101868858	0.862462998959893	-0.055929102908965	"7"	100285913	"F"	"II"	"GIGYF1"	"5'UTR"	"shore"	"5'UTR-shore"	"chr7:100284888-100285155"	"rs117459930;rs59133087"	"28;37"
"cg13580308"	0.165000584511609	0.777828302511424	4.29113208564111	6.4613005935024e-05	0.0328935371404631	0.946293201258145	0.836376897015543	0.671376312503934	-0.165000584511609	"15"	76420525	"R"	"II"	"C15orf27"	"5'UTR"	"opensea"	"5'UTR-opensea"	""	"rs113151539"	"16"
"cg10074641"	-0.132503674913181	0.140417824138683	-4.29104778841441	6.46318265743135e-05	0.0328935371404631	0.946012913826586	0.0934003911049734	0.225904066018154	0.132503674913181	"8"	114449487	"F"	"II"	"CSMD3"	"TSS1500"	"opensea"	"TSS1500-opensea"	""	"rs7003003"	"14"
"cg16436782"	-0.191304092333061	0.557947748816	-4.2908287765921	6.46807491461821e-05	0.0328935371404631	0.945284715428032	0.490065651536527	0.681369743869588	0.191304092333061	"13"	110917824	"F"	"II"	"COL4A1"	"Body"	"shore"	"Body-shore"	"chr13:110918324-110918725"	"rs139372157;rs534797623"	"6;21"
"cg04360557"	-0.0169684695614418	0.057691654249761	-4.29066272370898	6.47178657498927e-05	0.0328935371404631	0.94473261485205	0.0516705844053784	0.0686390539668202	0.0169684695614418	"1"	33282743	"R"	"II"	"S100PBP"	"TSS1500"	"island"	"TSS1500-island"	"chr1:33282675-33283906"	""	""
"cg11857646"	0.223071233210014	0.631476525675806	4.29029652283762	6.47997929945063e-05	0.0328935371404631	0.943515092895218	0.710630834234198	0.487559601024184	-0.223071233210014	"7"	150644631	"R"	"II"	"KCNH2"	"Body"	"island"	"Body-island"	"chr7:150644455-150644767"	""	""
"cg15236439"	-0.0514173762444784	0.837969633408923	-4.29013980820599	6.48348842446597e-05	0.0328935371404631	0.942994074719644	0.819724757967334	0.871142134211812	0.0514173762444781	"14"	104399311	"F"	"II"	"TDRD9"	"Body"	"opensea"	"Body-opensea"	""	"rs185640788"	"0"
"cg22458191"	-0.0253361689315895	0.929268436839368	-4.29009497534287	6.48449265253476e-05	0.0328935371404631	0.942845023900636	0.920278183347514	0.945614352279104	0.0253361689315894	"20"	36011074	"F"	"II"	"SRC"	"5'UTR"	"shore"	"5'UTR-shore"	"chr20:36012595-36013439"	"rs574437503"	"30"
"cg22911687"	-0.0114361516001383	0.958072045107041	-4.28943525273918	6.49928747504848e-05	0.0329020860915308	0.940651813724019	0.954014055829572	0.965450207429711	0.0114361516001384	"5"	102211822	"R"	"II"	"PAM"	"Body"	"opensea"	"Body-opensea"	""	"rs533101366;rs77580105"	"21;19"
"cg18034799"	0.129273873307296	0.673179601114638	4.28919687061389	6.50464143570138e-05	0.0329020860915308	0.939859370152984	0.719050975514001	0.589777102206706	-0.129273873307295	"1"	26332370	"F"	"II"	""	"IGR"	"opensea"	"IGR-opensea"	""	"rs372282656;rs535733200"	"1;45"
"cg19957032"	0.180631390670413	0.165843271503821	4.28916797149787	6.50529078804829e-05	0.0329020860915308	0.939763303644716	0.229938281096548	0.0493068904261354	-0.180631390670413	"14"	52455805	"R"	"II"	"C14orf166"	"TSS1500"	"shore"	"TSS1500-shore"	"chr14:52456128-52456593"	""	""
"cg27400923"	0.0485408713208081	0.160607050015248	4.28902084354535	6.50859767283631e-05	0.0329020860915308	0.939274225914161	0.177831230161342	0.129290358840533	-0.0485408713208082	"3"	185826929	"F"	"I"	"ETV5"	"TSS200"	"island"	"TSS200-island"	"chr3:185825462-185827003"	""	""
"cg08266905"	-0.021320133857258	0.923022425604448	-4.28883027567137	6.51288334696508e-05	0.0329020860915308	0.938640759968303	0.915457216816389	0.936777350673647	0.0213201338572578	"8"	142236588	"F"	"II"	"SLC45A4"	"Body"	"island"	"Body-island"	"chr8:142236388-142236589"	"rs375467446;rs554136678"	"0;1"
"cg06649410"	0.235892725438608	0.325037262791825	4.28878347751362	6.51393620743905e-05	0.0329020860915308	0.938485200684566	0.40874113310875	0.172848407670142	-0.235892725438608	"6"	154360483	"F"	"II"	"OPRM1"	"1stExon"	"shore"	"1stExon-shore"	"chr6:154360586-154361008"	"rs41292888;rs542283032;rs200004619;rs6912029;rs17174636"	"0;9;10;25;35"
"cg00529697"	0.0490405567831309	0.150845202293092	4.28835188545389	6.52365390614322e-05	0.0329041955522962	0.937050610974158	0.168246690183881	0.11920613340075	-0.0490405567831309	"5"	75013131	"F"	"I"	"C5orf37"	"5'UTR"	"island"	"5'UTR-island"	"chr5:75012962-75013515"	"rs181591247;rs528537292"	"4;15"
"cg08633584"	0.175411980632303	0.28928720828646	4.28817573098361	6.52762422655897e-05	0.0329041955522962	0.936465104733751	0.351530169155987	0.176118188523684	-0.175411980632303	"19"	8488327	"R"	"II"	"MARCH2"	"Body"	"opensea"	"Body-opensea"	""	"rs189411674;rs542424732"	"13;1"
